code,name,type
chk006826,华宝宝裕债券A,债券型
chk006827,中加瑞鑫纯债债券,债券型
chk006828,银河久泰债券,债券型
chk006829,鹏扬利沣短债A,债券型
chk006830,鹏扬利沣短债C,债券型
chk006831,鹏扬利沣短债E,债券型
chk006832,鹏扬添利增强债券A,债券型
chk006833,鹏扬添利增强债券C,债券型
chk006834,工银尊享短债债券A,债券型
chk006835,工银尊享短债债券C,债券型
chk006836,永赢惠泽一年,混合型
chk006837,银华信用四季红债券C,债券型
chk006838,鑫元荣利三个月定开债,定开债券
chk006839,安信聚利增强债券A,债券型
chk006840,安信聚利增强债券C,债券型
chk006841,嘉实致享纯债债券,债券型
chk006842,南方国利6个月定开债,定开债券
chk006843,中信建投睿溢混合C,混合型
chk006844,中信建投稳利混合C,混合型
chk006845,中信建投聚利混合C,混合型
chk006846,中银福建国企债定开债A,定开债券
chk006847,中银福建国企债定开债C,定开债券
chk006848,博时中债5-10农发行A,债券指数
chk006849,博时中债5-10农发行C,债券指数
chk006850,永赢颐利债券,债券型
chk006851,平安中短债债券E,债券型
chk006852,永赢迅利中高等级短债A,债券型
chk006853,中银汇享债券,债券型
chk006854,人保鑫泽纯债A,债券型
chk006855,人保鑫泽纯债C,债券型
chk006856,银河丰泰3个月定开债券,定开债券
chk006857,蜂巢卓睿灵活配置混合A,混合型
chk006858,蜂巢卓睿灵活配置混合C,混合型
chk006859,易方达汇诚养老2033(FOF),混合-FOF
chk006860,易方达汇诚养老2038(FOF),混合-FOF
chk006861,招商和悦稳健养老(FOF)A,混合-FOF
chk006862,招商和悦稳健养老(FOF)C,混合-FOF
chk006863,国联安智能制造混合,混合型
chk006865,泰康安惠纯债债券C,债券型
chk006867,易方达丰华债券C,债券型
chk006868,华夏科技成长股票,股票型
chk006869,广发政策性金融债,债券型
chk006870,广发景和中短债A,债券型
chk006871,广发景和中短债C,债券型
chk006872,长信颐天平衡养老(FOF)A,混合-FOF
chk006873,长信颐天平衡养老(FOF)C,混合-FOF
chk006874,创金合信恒兴中短债A,债券型
chk006875,创金合信恒兴中短债C,债券型
chk006876,国投瑞银稳健养老(FOF),混合-FOF
chk006877,天治量化核心精选混合A,混合型
chk006878,天治量化核心精选混合C,混合型
chk006879,华安智能生活混合,混合型
chk006880,交银安享稳健养老一年(FOF),混合-FOF
chk006881,华宝大健康混合,混合型
chk006882,华泰保兴健康消费A,混合型
chk006883,华泰保兴健康消费C,混合型
chk006884,汇添富AAA级信用纯债A,债券型
chk006885,汇添富AAA级信用纯债C,债券型
chk006886,工银养老2050混合(FOF),混合-FOF
chk006887,诺德新生活混合A,混合型
chk006888,诺德新生活混合C,混合型
chk006889,平安惠鸿纯债债券,债券型
chk006890,上投摩根领先优选混合,混合型
chk006891,华夏养老2050五年(FOF),混合-FOF
chk006892,新华鼎利债券C,债券型
chk006893,汇添富丰利短债债券,债券型
chk006894,兴业养老2035(FOF)A,混合-FOF
chk006895,兴业养老2035(FOF)C,混合-FOF
chk006896,新华聚利债券A,债券型
chk006897,新华聚利债券C,债券型
chk006898,天弘弘丰增强回报债券A,债券型
chk006899,天弘弘丰增强回报债券C,债券型
chk006901,上银慧祥利债券A,债券型
chk006902,长盛安鑫中短债A,债券型
chk006903,长盛安鑫中短债C,债券型
chk006904,泰康产业升级混合A,混合型
chk006905,泰康产业升级混合C,混合型
chk006906,创金合信鑫收益混合E,混合型
chk006907,银华安鑫短债债券A,债券型
chk006908,银华安鑫短债债券C,债券型
chk006909,华夏战略新兴成指ETF联接A,联接基金
chk006910,华夏战略新兴成指ETF联接C,联接基金
chk006911,长江量化匠心甄选A,股票型
chk006912,长城久泰沪深300指数C,股票指数
chk006913,南方华元A,债券型
chk006914,南方华元C,债券型
chk006915,南方亨元债券A,债券型
chk006916,南方亨元债券C,债券型
chk006917,上银慧祥利债券C,债券型
chk006918,国联安安享稳健养老(FOF),混合-FOF
chk006919,国寿安保泰和纯债债券,债券型
chk006921,南方智诚混合,混合型
chk006922,华宝宝裕债券C,债券型
chk006923,前海开源沪港深非周期股票A,股票型
chk006924,前海开源沪港深非周期股票C,股票型
chk006925,永赢中债1-3年政金债指数,债券指数
chk006926,长城量化精选股票,股票型
chk006927,浙商汇金聚鑫定开债发起式,定开债券
chk006928,长城创业板指数增强C,股票指数
chk006929,博时富融纯债债券,债券型
chk006930,泰康港股通TMT指数A,股票指数
chk006931,泰康港股通TMT指数C,股票指数
chk006932,平安0-3年政策性金融债A,债券型
chk006933,平安0-3年政策性金融债C,债券型
chk006934,平安3-5年政策性金融债A,债券型
chk006935,平安3-5年政策性金融债C,债券型
chk006936,华安安盛3个月定开债,定开债券
chk006937,工银沪深300指数C,股票指数
chk006938,鹏华中证500指数(LOF)C,股票指数
chk006939,鹏华沪深300指数(LOF)C,股票指数
chk006941,国泰惠盈纯债债券,债券型
chk006942,华泰柏瑞量化明选A,混合型
chk006943,华泰柏瑞量化明选C,混合型
chk006944,永赢悦利债券,债券型
chk006945,银河臻选多策略混合A,混合型
chk006946,宝盈聚享定期开放债券,定开债券
chk006947,华宝中短债债券A,债券型
chk006948,华宝中短债债券C,债券型
chk006949,前海开源乾利定期开放债券,定开债券
chk006952,中银景元回报混合,混合型
chk006953,华安安业债券A,债券型
chk006954,华安安业债券C,债券型
chk006955,国泰惠富纯债债券,债券型
chk006956,鹏华永润一年定期开放债券,定开债券
chk006957,长江量化匠心甄选C,股票型
chk006958,鹏华永融一年定期开放债券,定开债券
chk006959,浦银中债3-5年农发债指数A,债券指数
chk006960,浦银中债3-5年农发债指数C,债券指数
chk006961,南方7-10年国开债A,债券指数
chk006962,南方7-10年国开债C,债券指数
chk006963,中加颐瑾定开债券A,定开债券
chk006964,中加颐瑾定开债券C,定开债券
chk006965,财通安瑞短债债券A,债券型
chk006966,财通安瑞短债债券C,债券型
chk006967,财通行业龙头精选混合A,混合型
chk006968,财通行业龙头精选混合C,混合型
chk006969,圆信永丰高端制造混合,混合型
chk006970,广发景利纯债,债券型
chk006972,金鹰民安回报定开A,混合型
chk006973,太平睿盈混合A,混合型
chk006974,金鹰鑫日享债券A,债券型
chk006975,金鹰鑫日享债券C,债券型
chk006976,鹏华核心优势混合,混合型
chk006977,农银汇理海棠三年定开混合,混合型
chk006978,泰康安欣纯债债券A,债券型
chk006979,泰康安欣纯债债券C,债券型
chk006980,国寿安保泰恒纯债债券,债券型
chk006981,中金新医药股票A,股票型
chk006982,嘉实新添元定期混合A,混合型
chk006983,嘉实新添元定期混合C,混合型
chk006984,兴全恒瑞定开债券发起式,定开债券
chk006985,兴全恒裕债券,债券型
chk006986,平安季添盈定开债A,定开债券
chk006987,平安季添盈定开债C,定开债券
chk006988,平安季添盈定开债E,定开债券
chk006989,建信中短债纯债债券A,债券型
chk006990,建信中短债纯债债券C,债券型
chk006991,民生加银康宁养老(FOF),混合-FOF
chk006992,嘉合锦创优势精选混合,混合型
chk006993,鑫元承利三个月定开债,定开债券
chk006994,国泰瑞安三个月定期开放债券,定开债券
chk006995,南方惠利6个月定开债A,定开债券
chk006996,南方惠利6个月定开债C,定开债券
chk006997,平安惠添纯债债券,债券型
chk006998,广发景兴中短债A,债券型
chk006999,广发景兴中短债C,债券型
chk007000,鹏华中债1-3年国开行债A,债券指数
chk007001,鹏华中债1-3年国开行债C,债券指数
chk007003,泰康安业政金债债券A,债券型
chk007004,泰康安业政金债债券C,债券型
chk007005,中金新医药股票C,股票型
chk007008,中邮纯债优选一年定开债A,定开债券
chk007009,中邮纯债优选一年定开债C,定开债券
chk007010,国寿安保中债1-3年指数A,债券指数
chk007011,国寿安保中债1-3年指数C,债券指数
chk007012,湘财长顺混合发起式A,混合型
chk007013,湘财长顺混合发起式C,混合型
chk007014,嘉合磐泰短债债券A,债券型
chk007015,嘉合磐泰短债债券C,债券型
chk007016,富国睿泽回报混合,混合型
chk007017,平安如意中短债A,债券型
chk007018,平安如意中短债C,债券型
chk007019,平安如意中短债E,债券型
chk007020,华安添鑫中短债C,债券型
chk007021,嘉实中债1-3政金债指数A,债券指数
chk007022,嘉实中债1-3政金债指数C,债券指数
chk007023,中银证券安泽债券A,债券型
chk007024,中银证券安泽债券C,债券型
chk007025,南方鑫利3个月定开债,定开债券
chk007026,建信中债1-3年国开债A,债券指数
chk007027,建信中债1-3年国开债C,债券指数
chk007028,易方达中证500ETF联接A,联接基金
chk007029,易方达中证500ETF联接C,联接基金
chk007032,平安可转债债券A,债券型
chk007033,平安可转债债券C,债券型
chk007034,中科沃土沃安中短利率C,债券型
chk007035,中银中债1-3年期国开债指数,债券指数
chk007036,前海联合永兴纯债C,债券型
chk007037,海富通聚合纯债,债券型
chk007038,前海联合添惠纯债C,债券型
chk007039,前海联合沪深300指数C,股票指数
chk007040,前海联合泳隆混合C,混合型
chk007041,前海联合泳涛混合C,混合型
chk007042,前海联合泳隽混合C,混合型
chk007043,前海联合泓鑫混合C,混合型
chk007044,博道沪深300指数增强A,股票指数
chk007045,博道沪深300指数增强C,股票指数
chk007046,方正富邦创新动力混合C,混合型
chk007047,长城核心优势混合,混合型
chk007048,平安安心灵活配置混合C,混合型
chk007049,平安鑫安混合E,混合型
chk007050,鑫元恒利三个月定开债,定开债券
chk007051,招商中债3-5年国开行A,债券指数
chk007052,招商中债3-5年国开行C,债券指数
chk007053,平安季开鑫定开债A,定开债券
chk007054,平安季开鑫定开债C,定开债券
chk007055,平安季开鑫定开债E,定开债券
chk007056,银华积极精选混合,混合型
chk007057,中泰蓝月短债A,债券型
chk007058,中泰蓝月短债C,债券型
chk007059,汇添富养老2040五年持有混合(FOF),混合-FOF
chk007060,汇添富养老2050混合(FOF),混合-FOF
chk007061,中加聚盈四个月定开债A,定开债券
chk007062,中加聚盈四个月定开债C,定开债券
chk007063,长盛研发回报混合,混合型
chk007064,浦银安盛上清所优选短融A,债券指数
chk007065,浦银安盛上清所优选短融C,债券指数
chk007066,浦银安盛先进制造混合A,混合型
chk007067,浦银安盛先进制造混合C,混合型
chk007068,浦银安盛普丰纯债债券A,债券型
chk007069,浦银安盛普丰纯债债券C,债券型
chk007070,博时颐泽稳健养老(FOF)A,混合-FOF
chk007071,博时颐泽稳健养老(FOF)C,混合-FOF
chk007072,民生加银鑫福混合C,混合型
chk007073,海富通上清所短融债券C,债券指数
chk007074,国寿安保新蓝筹混合,混合型
chk007075,富国产业债券C,债券型
chk007076,汇添富中证医药ETF联接A,联接基金
chk007077,汇添富中证医药ETF联接C,联接基金
chk007078,工银3-5年国开债指数A,债券指数
chk007079,工银3-5年国开债指数C,债券指数
chk007080,建信中债5-10国开指数A,债券指数
chk007081,建信中债5-10国开指数C,债券指数
chk007082,平安高端制造混合A,混合型
chk007083,平安高端制造混合C,混合型
chk007084,天治转型升级混合,混合型
chk007085,招商瑞庆混合C,混合型
chk007086,永赢汇利六个月定开债,定开债券
chk007087,财通景利纯债,债券型
chk007088,民生加银恒裕债券,债券型
chk007089,国投中证500指数量化增强C,股票指数
chk007090,海富通养老混合(FOF),混合-FOF
chk007091,东兴兴福一年定开债券,定开债券
chk007092,鑫元中债3-5年国开债指数A,债券指数
chk007093,鑫元中债3-5年国开债指数C,债券指数
chk007094,建信中债国开行债A,债券指数
chk007095,建信中债国开行债C,债券指数
chk007096,大成沪深300指数C,股票指数
chk007097,汇添富中债1-3年国开债A,债券指数
chk007098,汇添富中债1-3年国开债C,债券指数
chk007099,安信尊享添益债券C,债券型
chk007100,中银添利债券发起E,债券型
chk007101,中欧远见两年定开混合C,混合型
chk007102,民生加银添鑫纯债A,债券型
chk007103,民生加银添鑫纯债C,债券型
chk007104,易方达恒利定期开放债券,定开债券
chk007105,国泰丰鑫纯债债券,债券型
chk007106,农银汇理可转债债券,债券型
chk007107,太平MSCI香港价值增强A,股票指数
chk007108,太平MSCI香港价值增强C,股票指数
chk007110,国投瑞银港股通混合,混合型
chk007111,前海联合国民健康混合C,混合型
chk007113,永赢高端制造混合A,混合型
chk007114,永赢高端制造混合C,混合型
chk007115,金元顺安桉盛债券C,债券型
chk007116,华宝政金债债券,债券型
chk007117,华泰紫金丰泰纯债发起A,债券型
chk007118,华泰紫金丰泰纯债发起C,债券型
chk007119,睿远成长价值混合A,混合型
chk007120,睿远成长价值混合C,混合型
chk007121,中加裕盈纯债债券,债券型
chk007122,工银1-3年国开债指数A,债券指数
chk007123,工银1-3年国开债指数C,债券指数
chk007124,工银1-3年农发债指数A,债券指数
chk007125,工银1-3年农发债指数C,债券指数
chk007126,博道远航混合A,混合型
chk007127,博道远航混合C,混合型
chk007128,天弘增强回报债券A,债券型
chk007129,天弘增强回报债券C,债券型
chk007130,中庚小盘价值股票,股票型
chk007132,长城港股通混合,混合型
chk007133,嘉实长青竞争优势股票A,股票型
chk007134,嘉实长青竞争优势股票C,股票型
chk007135,广发中证100ETF联接A,联接基金
chk007136,广发中证100ETF联接C,联接基金
chk007137,鹏扬元合量化大盘A,股票型
chk007138,鹏扬元合量化大盘C,股票型
chk007139,富国民裕进取沪港深成长,混合型
chk007140,富国全球债券(QDII)美元现汇,QDII
chk007141,嘉合稳健增长混合A,混合型
chk007142,嘉合稳健增长混合C,混合型
chk007143,国投瑞银沪深300量化A,股票指数
chk007144,国投瑞银沪深300量化C,股票指数
chk007145,泰康安和纯债6个月定开债券,定开债券
chk007146,鹏华研究智选混合,混合型
chk007147,博时中债1-3年国开行A,债券指数
chk007148,博时中债1-3年国开行C,债券指数
chk007149,南方初元中短债A,债券型
chk007150,南方初元中短债C,债券型
chk007151,前海开源沪港深聚瑞混合,混合型
chk007152,诺德策略精选,混合型
chk007153,添富中证银行ETF联接A,联接基金
chk007154,添富中证银行ETF联接C,联接基金
chk007155,银河中债央企20债券指数,债券指数
chk007158,平安合盛定开债,定开债券
chk007159,南方稳健养老(FOF)A,混合-FOF
chk007160,南方稳健养老(FOF)C,混合-FOF
chk007161,南方恒庆一年定开债A,定开债券
chk007162,南方恒庆一年定开债C,定开债券
chk007163,浦银安盛环保新能源A,混合型
chk007164,浦银安盛环保新能源C,混合型
chk007165,华夏中债1-3年政金债指数A,债券指数
chk007166,华夏中债1-3年政金债指数C,债券指数
chk007167,华安安和债券A,债券型
chk007168,华安安和债券C,债券型
chk007169,易方达中债1-3年国开债A,债券指数
chk007170,易方达中债1-3年国开债C,债券指数
chk007171,易方达中债3-5年国开行债A,债券指数
chk007172,易方达中债3-5年国开行债C,债券指数
chk007173,招商添旭定开债发起式A,定开债券
chk007174,招商添旭定开债发起式C,定开债券
chk007175,中融聚通定期开放债券,定开债券
chk007176,富国泓利纯债发起式C,债券型
chk007177,浙商智能行业优选混合A,混合型
chk007178,浙商中华预期高股息A,股票指数
chk007179,浙商丰顺纯债债券,债券型
chk007180,华安中债1-3年政策金融债A,债券指数
chk007181,华安中债1-3年政策金融债C,债券指数
chk007184,蜂巢添鑫纯债A,债券型
chk007185,蜂巢添鑫纯债C,债券型
chk007186,华夏中债3-5年政金债指数A,债券指数
chk007187,华夏中债3-5年政金债指数C,债券指数
chk007188,嘉实养老2050混合(FOF),混合-FOF
chk007189,南华价值启航纯债债券A,债券型
chk007190,南华价值启航纯债债券C,债券型
chk007191,富国中证价值ETF联接C,联接基金
chk007192,恒越研究精选混合C,混合型
chk007193,恒越核心精选混合C,混合型
chk007194,长城短债债券A,债券型
chk007195,长城短债债券C,债券型
chk007196,平安惠合纯债,债券型
chk007197,富国中债1-5年农发行A,债券指数
chk007198,富国中债1-5年农发行C,债券指数
chk007199,永赢泰利债券A,债券型
chk007200,永赢泰利债券C,债券型
chk007201,民生加银聚益纯债,债券型
chk007202,天弘优质成长企业,混合型
chk007203,银河新动能混合,混合型
chk007204,银华美元债精选(QDII)A,QDII
chk007205,银华美元债精选(QDII)C,QDII
chk007206,银华丰华三个月定开债,定开债券
chk007207,华夏常阳三年定开混合,混合型
chk007208,中邮中债1-3年久期央企20A,债券指数
chk007209,中邮中债1-3年久期央企20C,债券指数
chk007210,华商瑞丰短债C,债券型
chk007211,汇安中短债债券E,债券型
chk007212,山西证券裕泰3个月定开,定开债券
chk007213,华安安平6个月定开债,定开债券
chk007214,国泰惠丰纯债债券,债券型
chk007215,国寿安保泰荣纯债债券,债券型
chk007216,浙商中华预期高股息C,股票指数
chk007217,浙商智能行业优选混合C,混合型
chk007218,蜂巢添幂中短债A,债券型
chk007219,蜂巢添幂中短债C,债券型
chk007220,天弘华享三个月定开债,定开债券
chk007221,上投摩根锦程养老三年(FOF),混合-FOF
chk007223,工银中证500ETF联接C,联接基金
chk007224,浙商惠泉3个月定开债A,定开债券
chk007225,浙商惠泉3个月定开债C,定开债券
chk007226,海富通中短债债券C,债券型
chk007227,海富通中短债债券A,债券型
chk007228,华安中债7-10年国开债A,债券指数
chk007229,华安中债7-10年国开债C,债券指数
chk007230,兴全沪深300指数(LOF)C,股票指数
chk007231,国泰民安养老2040(FOF),混合-FOF
chk007232,万家平衡养老目标三年(FOF),混合-FOF
chk007233,金鹰鑫益混合E,混合型
chk007234,博时优势企业(LOF)C,混合型
chk007235,广发聚利债券(LOF)C,债券型
chk007238,平安养老2035(FOF)A,混合-FOF
chk007239,平安养老2035(FOF)C,混合-FOF
chk007240,申万菱信安泰瑞利中短债C,债券型
chk007241,中欧预见养老2050五年持有(FOF)A,混合-FOF
chk007242,中欧预见养老2050五年持有(FOF)C,混合-FOF
chk007243,安信核心竞争力混合A,混合型
chk007244,安信核心竞争力混合C,混合型
chk007245,安信鑫日享中短债A,债券型
chk007246,安信鑫日享中短债C,债券型
chk007247,易方达汇智稳健养老混合(FOF),混合-FOF
chk007249,广发均衡养老三年持有混合(FOF),混合-FOF
chk007250,广发养老2050混合(FOF),混合-FOF
chk007251,广发睿享稳健增利混合,混合型
chk007252,广发中债农发债总指数A,债券指数
chk007253,广发中债农发债总指数C,债券指数
chk007254,广发均衡价值混合,混合型
chk007255,华宝稳健养老(FOF),混合-FOF
chk007256,广发汇阳三个月定期开放债券,定开债券
chk007257,凯石沣混合A,混合型
chk007258,凯石沣混合C,混合型
chk007259,民生加银1-3年农发行债,债券指数
chk007260,国投瑞银顺祺纯债,债券型
chk007261,融通消费升级混合,混合型
chk007262,东方红聚利债券A,债券型
chk007263,东方红聚利债券C,债券型
chk007264,人保中高等级信用债A,债券型
chk007265,人保中高等级信用债C,债券型
chk007266,嘉实新添益定期混合A,混合型
chk007267,嘉实新添益定期混合C,混合型
chk007268,山西证券裕睿6个月定开债A,定开债券
chk007269,山西证券裕睿6个月定开债C,定开债券
chk007271,鹏华养老2045混合(FOF),混合-FOF
chk007272,景顺稳健养老目标三年混合(FOF),混合-FOF
chk007273,鹏华长乐稳健养老混合(FOF),混合-FOF
chk007274,景顺长城养老混合(FOF),混合-FOF
chk007275,银河沪深300指数增强A,股票指数
chk007276,银河沪深300指数增强C,股票指数
chk007277,恒生前海消费升级混合,混合型
chk007278,国泰兴富三个月定开债,定开债券
chk007279,永赢众利债券,债券型
chk007280,上投摩根日本精选股票(QDII),QDII
chk007281,嘉合消费升级混合,混合型
chk007282,华夏鼎淳债券A,债券型
chk007283,华夏鼎淳债券C,债券型
chk007284,工银中债1-5年进出口行A,债券指数
chk007285,工银中债1-5年进出口行C,债券指数
chk007286,中邮纯债裕利三个月定开债,定开债券
chk007287,合煦智远消费主题股票发起式A,股票型
chk007288,合煦智远消费主题股票发起式C,股票型
chk007289,汇添富中债1-3年农发债A,债券指数
chk007290,汇添富中债1-3年农发债C,债券指数
chk007291,汇丰晋信港股通双核策略混合,混合型
chk007292,民生加银兴盈债券,债券型
chk007293,长信利信混合C,混合型
chk007294,长信利信混合E,混合型
chk007295,天弘安益债券A,债券型
chk007296,天弘安益债券C,债券型
chk007297,大成养老2040(FOF)A,混合-FOF
chk007298,大成养老2040(FOF)C,混合-FOF
chk007300,国联安中证半导体ETF联接A,联接基金
chk007301,国联安中证半导体ETF联接C,联接基金
chk007302,华宝宝盛纯债债券,债券型
chk007305,国联安新科技混合,混合型
chk007306,华泰柏瑞基本面智选A,混合型
chk007307,华泰柏瑞基本面智选C,混合型
chk007308,华宝消费升级混合,混合型
chk007309,鹏华9-10年利率发起式债券A,债券型
chk007310,银华尊尚稳健养老混合(FOF),混合-FOF
chk007311,方正富邦添利纯债A,债券型
chk007312,方正富邦添利纯债C,债券型
chk007316,交银可转债债券A,债券型
chk007317,交银可转债债券C,债券型
chk007318,中银民丰回报混合,混合型
chk007319,嘉实汇达中短债债券A,债券型
chk007320,嘉实汇达中短债债券C,债券型
chk007321,鹏华金利债券,债券型
chk007323,永赢久利债券,债券型
chk007324,鑫元中债1-3年国开债指数A,债券指数
chk007325,鑫元中债1-3年国开债指数C,债券指数
chk007326,国投瑞银新增长混合C,混合型
chk007327,前海联合泳辉纯债A,债券型
chk007328,招商添盈纯债E,债券型
chk007329,上投摩根瑞益纯债A,债券型
chk007330,上投摩根瑞益纯债C,债券型
chk007331,国泰惠融纯债债券,债券型
chk007332,嘉合磐昇纯债A,债券型
chk007333,嘉合磐昇纯债C,债券型
chk007335,中银中债1-3年期农发行债,债券指数
chk007336,汇安嘉盛纯债债券A,债券型
chk007337,汇安嘉盛纯债债券C,债券型
chk007338,前海联合泳辉纯债C,债券型
chk007339,易方达沪深300ETF联接C,联接基金
chk007340,南方科技创新混合A,混合型
chk007341,南方科技创新混合C,混合型
chk007342,国投瑞银顺臻纯债债券,债券型
chk007343,嘉实科技创新混合,混合型
chk007345,富国科技创新灵活配置混合,混合型
chk007346,易方达科技创新混合,混合型
chk007347,永赢昌利债券A,债券型
chk007348,永赢昌利债券C,债券型
chk007349,华夏科技创新混合A,混合型
chk007350,华夏科技创新混合C,混合型
chk007351,永赢同利债券A,债券型
chk007352,永赢同利债券C,债券型
chk007353,工银科技创新3年封闭混合,混合型
chk007355,汇添富科技创新混合A,混合型
chk007356,汇添富科技创新混合C,混合型
chk007358,前海联合泳益纯债A,债券型
chk007359,前海联合泳益纯债C,债券型
chk007360,易方达中短期美元债(QDII)A人民币,QDII
chk007361,易方达中短期美元债(QDII)C人民币,QDII
chk007362,易方达中短期美元债(QDII)A美元现汇,QDII
chk007363,易方达中短期美元债(QDII)C美元现汇,QDII
chk007364,易方达中债1-3年政金债A,债券指数
chk007365,易方达中债1-3年政金债C,债券指数
chk007366,易方达中债3-5年政金融债指数A,债券指数
chk007367,易方达中债3-5年政金融债指数C,债券指数
chk007368,浙商沪港深精选混合A,混合型
chk007369,浙商沪港深精选混合C,混合型
chk007370,华安安嘉定开,定开债券
chk007371,国联安增瑞政策性金融债纯债A,债券型
chk007372,国联安增瑞政策性金融债纯债C,债券型
chk007373,永赢卓利债券,债券型
chk007374,永赢淳利债券,债券型
chk007375,西部利得聚利6个月定开债A,定开债券
chk007376,西部利得聚利6个月定开债C,定开债券
chk007377,西部利得聚享一年定开债券A,定开债券
chk007378,西部利得聚享一年定开债券C,定开债券
chk007379,易方达上证50ETF联接基金A,联接基金
chk007380,易方达上证50ETF联接基金C,联接基金
chk007381,国融融信消费严选混合A,混合型
chk007382,国融融信消费严选混合C,混合型
chk007385,华泰保兴安盈定开混合,混合型
chk007386,浙商中证500指数增强C,股票指数
chk007387,融通通慧混合C,混合型
chk007388,上投摩根研究驱动A,股票型
chk007389,上投摩根研究驱动C,股票型
chk007390,上银中债1-3年农发行债券指数,债券指数
chk007391,申万菱信安泰丰利债券A,债券型
chk007392,申万菱信安泰丰利债券C,债券型
chk007393,上银未来生活灵活配置混合,混合型
chk007394,东兴兴财短债债券A,债券型
chk007395,东兴兴财短债债券C,债券型
chk007396,广发景辉纯债,债券型
chk007397,华宝沪港深中国增强(LOF)C,股票指数
chk007398,兴全磐稳增利债券C,债券型
chk007399,凯石浩品质经营混合A,混合型
chk007400,凯石浩品质经营混合C,混合型
chk007401,浦银颐和稳健养老一年(FOF)A,混合-FOF
chk007402,浦银颐和稳健养老一年(FOF)C,混合-FOF
chk007403,银河睿安纯债债券,债券型
chk007404,华宝沪深300指数增强C,股票指数
chk007405,华宝中证100指数C,股票指数
chk007406,银河睿鑫债券,债券型
chk007407,农银养老2035混合(FOF),混合-FOF
chk007408,鹏扬淳开债券A,债券型
chk007409,鹏扬淳开债券C,债券型
chk007410,浦银安盛中证高股息ETF联接A,联接基金
chk007411,浦银安盛中证高股息ETF联接C,联接基金
chk007412,景顺长城绩优成长混合,混合型
chk007413,长城中证500指数增强C,股票指数
chk007414,长江安盈中短债六个月定开,定开债券
chk007415,南方致远混合A,混合型
chk007416,南方致远混合C,混合型
chk007417,泰康信用精选债券A,债券型
chk007418,泰康信用精选债券C,债券型
chk007419,国寿安保泰弘纯债债券,债券型
chk007420,华安鼎信3个月定开债,定开债券
chk007421,中金衡盈混合A,混合型
chk007422,中金衡盈混合C,混合型
chk007423,西部利得聚禾混合A,混合型
chk007424,西部利得聚禾混合C,混合型
chk007425,浙商汇金中高等级三个月A,定开债券
chk007426,浙商汇金聚盈中短债A,债券型
chk007427,永赢凯利债券,债券型
chk007428,长信富瑞两年定开债券C,定开债券
chk007429,鹏扬淳盈6个月定开债A,定开债券
chk007430,鹏扬淳盈6个月定开债C,定开债券
chk007431,浙商之江凤凰联接,联接基金
chk007432,华泰保兴久盈63个月定开债,定开债券
chk007433,兴银合丰政策性金融债,债券型
chk007435,华宝宝怡债券,债券型
chk007436,银河久悦债券,债券型
chk007437,中金新润3个月定开债A,定开债券
chk007438,中金新润3个月定开债C,定开债券
chk007439,东海科技动力A,混合型
chk007440,南方旭元债券A,债券型
chk007441,南方旭元债券C,债券型
chk007442,浙商汇金中高等级三个月C,定开债券
chk007443,浙商汇金聚盈中短债C,债券型
chk007445,国投瑞银顺悦债券,定开债券
chk007446,中欧增强回报债券(LOF)C,债券型
chk007447,平安惠泰纯债,债券型
chk007448,长信沪深300指数增强C,股票指数
chk007449,兴全多维价值混合A,混合型
chk007450,兴全多维价值混合C,混合型
chk007451,易方达恒兴3个月定开债,定开债券
chk007452,兴银3-5年信用债A,债券指数
chk007453,兴银3-5年信用债C,债券指数
chk007454,民生加银嘉盈债券,债券型
chk007455,富国蓝筹精选股票(QDII),QDII
chk007456,汇添富90天短债A,债券型
chk007457,汇添富90天短债B,债券型
chk007458,汇添富90天短债C,债券型
chk007459,浙商惠睿纯债债券,债券型
chk007460,华安成长创新混合,混合型
chk007461,德邦锐泓债券A,债券型
chk007462,德邦锐泓债券C,债券型
chk007463,东海科技动力C,混合型
chk007464,交银创业板50指数A,股票指数
chk007465,交银创业板50指数C,股票指数
chk007466,华泰柏瑞中证低波动ETF联接A,联接基金
chk007467,华泰柏瑞中证低波动ETF联接C,联接基金
chk007468,中信建投精选混合A,混合型
chk007469,中信建投精选混合C,混合型
chk007470,博道叁佰智航股票A,股票型
chk007471,博道叁佰智航股票C,股票型
chk007472,华夏创蓝筹ETF联接A,联接基金
chk007473,华夏创蓝筹ETF联接C,联接基金
chk007474,华夏创成长ETF联接A,联接基金
chk007475,华夏创成长ETF联接C,联接基金
chk007476,中银惠兴多利债券A,债券型
chk007477,中银惠兴多利债券C,债券型
chk007478,中加恒泰定开债券,定开债券
chk007480,中加优享纯债债券,债券型
chk007481,华夏逸享健康混合,混合型
chk007482,永赢智益纯债三个月,定开债券
chk007484,信达澳银核心科技混合,混合型
chk007485,博时中债3-5年国开行A,债券指数
chk007486,博时中债3-5年国开行C,债券指数
chk007488,万家民安增利12个月定开债A,定开债券
chk007489,万家民安增利12个月定开债C,定开债券
chk007490,南方信息创新混合A,混合型
chk007491,南方信息创新混合C,混合型
chk007492,上银政策性金融债,债券型
chk007493,朱雀产业臻选混合A,混合型
chk007494,朱雀产业臻选混合C,混合型
chk007495,兴业中债1-3年政金债C,债券指数
chk007496,农银汇理丰泽三年定开债,定开债券
chk007497,中庚价值灵动灵活配置混合,混合型
